m30,BTR,FET,FDT,SHR,GRS,CRP
145849,23.092,9.214,5.033,29.449,22.579,1.289
145850,24.639,7.574,4.367,29.638,22.456,2.081
145851,26.256,7.389,3.264,30.102,21.461,2.306
145852,26.594,8.652,3.388,31.159,19.039,1.402
145853,20.009,12.36,4.071,32.494,21.248,0.713
145854,24.402,8.121,4.658,31.176,20.737,1.524
145855,21.596,9.146,6.006,28.819,20.889,3.678
145856,23.501,9.507,5.241,29.044,19.007,3.924
145857,23.421,8.393,5.059,28.794,23.024,2.015
145858,15.964,7.318,4.294,26.006,30.531,8.848
145859,14.316,5.757,5.138,27.844,29.803,10.578
145860,3.694,1.662,1.204,13.512,13.709,2.49
145861,6.303,4.08,1.824,39.198,35.649,4.663
145862,11.701,6.925,4.302,32.864,33.379,3.101
145863,13.065,10.826,5.705,29.927,27.417,5.669
145864,11.446,9.506,4.255,25.245,35.492,7.089
145865,18.619,5.069,5.866,26.971,33.321,2.811
145866,14.551,5.29,6.06,25.993,37.8,3.852
145867,12.25,5.66,5.347,19.886,42.07,8.787
145868,7.549,8.278,3.287,17.513,48.549,9.295
145869,13.355,1.829,0.706,13.245,12.276,2.361
145870,4.475,3.945,1.2,10.772,17.95,2.585
145871,19.878,5.635,4.07,31.512,25.869,5.656
145872,16.312,7.06,6.059,31.523,27.141,3.402
145873,16.306,7.829,6.033,27.202,30.345,4.802
145874,13.845,7.194,5.864,23.655,37.723,5.003
145875,12.083,8.345,4.527,20.259,43.519,4.577
145876,11.316,6.685,5.358,19.846,46.379,3.671
145877,9.31,6.328,4.332,19.825,47.523,5.03
145878,12.351,7.467,5.094,22.069,39.022,4.885
145879,12.694,11.061,4.408,17.741,31,11.681
145880,24.221,10.896,4.06,12.076,25.065,12.971
145881,20.482,8.027,2.099,14.102,32.882,5.968
145882,0.001,0.264,0.001,0.994,1.068,0.289
145887,0.72,0.806,0.388,1.855,1.942,0.085
146061,1.92,4.018,0.882,7.797,5.413,0.304
146062,4.176,3.434,1.629,9.339,6.416,0.215
146063,4.85,5.379,2.352,14.554,9.917,0.538
146064,0.665,1.587,0.371,3.689,2.484,0.089
146065,3.678,7.006,2.062,17.124,12.184,0.873
146066,2.162,3.027,0.933,9.65,7.324,0.481
146067,0.093,0.108,0.029,0.342,0.233,0.011
146073,0,0.002,0,0.121,0.105,0.01
146074,0.1,0.662,0.03,2.321,2.137,0.205
146085,4.817,14.372,2.629,25.775,19.676,1.106
146086,15.577,10.092,3.866,14.602,10.026,0.212
146105,0,0,0,0.041,0.03,0
146106,0.002,0.014,0.002,0.361,0.234,0.001
146107,6.315,0.802,0.252,2.702,1.795,0.047
146108,0.441,0.049,0.043,0.097,0.048,0.002
146109,3.969,0.959,0.197,1.324,0.729,0.016
146120,0.221,0.135,0.03,0.224,0.15,0
146121,0.229,0.087,0.003,0.133,0.089,0
146133,0.086,0.142,0.014,0.149,0.09,0.001
146134,0.174,0.123,0.018,0.209,0.116,0.003
146366,0.014,0.415,0.007,5.564,5.136,1.101
146367,0.059,3.969,0.028,27.726,16.112,3.646
146368,0.199,4.033,0.02,40.988,14.858,3.378
146369,0.314,4.075,0.037,44.044,23.955,3.993
146370,4.452,10.181,0.094,32.011,30.268,4.941
146371,12.232,13.18,0.123,25.664,28.739,3.573
146372,57.943,3.984,0.075,10.555,8.011,0.291
146373,48.011,14.804,0.028,12.007,8.484,0.099
146374,64.337,4.589,0.005,6.295,4.281,0.02
146375,70.427,0.992,0.001,4.849,3.22,0.006
146376,75.152,0.305,0,3.406,2.266,0.001
146377,77.661,0.056,0,1.874,1.23,0
146378,75.052,0.229,0,3.014,2,0
146379,79.8,0.511,0,1.416,0.932,0
146380,76.894,0.883,0,1.534,1.008,0
146381,81.268,0.279,0,0.695,0.445,0
146382,79.096,2.165,0.01,1.137,0.769,0.003
146383,79.545,3.421,0.033,0.728,0.471,0.002
146384,79.119,2.502,0.043,1.294,0.846,0
146385,75.877,1.76,0.024,1.367,0.895,0
146386,79.102,0.536,0.023,1.679,1.43,0.029
146387,60.179,2.396,0.244,8.064,7.551,0.373
146388,67.488,4.444,0.481,6.793,6.05,0.454
146389,70.427,4.356,0.433,4.211,5.194,0.286
146390,47.934,3.893,0.238,12.648,12.872,0.561
146391,76.931,1.516,0.094,3.18,2.731,0.069
146392,77.803,2.134,0.157,2.316,1.964,0.043
146393,64.234,3.98,0.289,7.965,8.546,0.484
146394,66.001,0.803,0.085,6.728,10.696,0.935
146395,56.988,1.654,0.06,10.357,16.046,1.581
146396,32.549,2.474,0.219,16.574,34.097,5.457
146397,17.875,5.619,0.74,13.641,44.202,11.935
146398,24.017,7.575,1.185,15.068,34.502,9.892
146399,49.462,2.444,0.588,12.901,20.3,3.154
146400,81.824,0.064,0.022,1.529,1.599,0.146
146401,81.632,0.406,0.159,1.493,1.627,0.121
146402,78.945,0.406,0.216,1.977,3.897,0.899
146403,62.743,0.643,0.334,5.809,10.726,3.313
146404,50.429,0.781,0.397,7.919,19.983,7.679
146405,61.119,0.437,0.217,4.747,12.27,7.723
146406,66.878,0.274,0.122,5.509,7.673,3.744
146407,70.54,0.192,0.146,5.028,5.706,3.15
146408,65.078,0.161,0.131,6.578,9.816,3.863
146409,40.903,1.36,0.959,11.175,20.731,11.732
146410,52.003,0.872,0.651,8.314,17.784,7.831
146411,72.236,0.188,0.091,3.867,7.684,1.467
146412,78.46,0.072,0.05,2.588,3.325,0.626
146413,77.491,0.838,0.312,2.433,2.093,0.05
146414,82.749,0.37,0.172,1.326,1.057,0.089
146415,65.545,2.222,1.288,5.915,9.048,2.295
146416,58.999,1.961,1.134,6.275,14.151,5.865
146417,43.768,1.524,1.14,10.881,22.281,9.984
146418,15.274,11.491,5.181,16.637,34.499,8.864
146419,6.813,12.958,3.327,16.284,41.428,5.733
146420,15.784,11.133,5.773,22.024,33.225,2.824
146421,14.746,7.478,4.771,17.099,32.085,13.02
146422,11.021,9.132,5.476,7.828,22.897,37.016
146423,9.693,8.999,5.057,8.784,22.961,35.713
146424,11.122,9.391,5.643,11.092,27.082,28.759
146425,12.924,6.894,5.802,12.257,26.421,29.23
146426,11.082,7.424,5.305,13.037,37.547,19.186
146427,7.751,10.029,3.856,15.961,40.511,13.479
146428,2.037,9.156,1.298,26.916,36.372,14.946
146429,1.863,9.725,1.206,35.451,30.274,10.667
146430,12.326,7.326,4.879,21.309,27.936,17.984
146431,25.344,6.595,7.425,7.498,18.022,25.511
146432,23.135,7.419,7.939,7.095,23.637,21.252
146433,27.108,6.928,8.876,9.409,20.751,16.187
146434,19.366,9.311,8.446,14.508,22.812,11.569
146435,23.262,8.404,8.196,15.305,18.135,16.723
146436,22.983,7.595,5.649,23.652,19.71,10.464
146437,5.124,7.463,2.199,34.211,26.339,11.236
146438,23.359,4.888,3.296,19.889,24.042,14.16
146439,15.227,6.042,4.325,13.204,28.517,26.043
146440,6.367,7.851,3.375,12.014,41.13,24.213
146441,1.937,8.659,1.504,18.191,49.808,13.816
146442,1.611,10.64,1.244,14.651,42.812,24.2
146443,2.607,13.792,1.426,13.038,42.666,20.34
146444,3.765,16.346,2.134,10.371,41.491,19.538
146445,11.927,10.75,3.032,15.719,28.124,10.808
146446,0.245,0.491,0.136,1.076,1.367,0.138
146548,0.466,7.501,0.194,10.237,16.489,5.195
146549,17.691,12.377,3.997,29.325,21.634,6.532
146550,19.584,6.424,5.85,32.757,25.395,2.072
146551,15.414,7.661,5.114,34.671,26.958,2.858
146552,15.836,8.46,5.599,35.072,22.224,5.378
146553,12.757,9.164,5.254,26.676,27.483,11.925
146554,11.474,9.912,4.633,29.122,31.767,6.613
146555,17.949,7.676,5.37,32.261,27.024,2.018
146556,24.351,6.461,6.413,32.794,19.614,1.088
146557,29.932,7.095,5.813,28.147,17.693,0.594
146558,28.688,7.09,5.558,27.711,19.597,1.017
146559,26.846,7.229,5.193,29.356,20.609,0.95
146560,15.503,9.193,4.771,25.632,31.18,6.134
146561,19.441,9.857,5.261,28.967,24.138,3.639
146562,14.479,10.23,4.733,29.726,30.659,2.036
146563,1.844,2.649,1.123,23.676,65.193,3.826
146564,2.692,3.456,1.408,32.076,54.809,3.448
146565,7.232,5.664,3.404,31.308,44.661,3.001
146566,16.89,5.708,5.79,29.682,32.653,2.154
146567,30.328,7.089,6.181,25.985,18.745,0.779
146568,29.459,7.225,5.829,26.799,19.543,0.486
146569,24.941,7.885,4.373,28.953,22.465,2.065
146570,23.277,7.604,4.188,32.034,23.033,1.074
146571,24.406,7.082,3.869,31.399,21.914,2.415
146572,26.147,8.271,3.105,30.61,21.77,0.696
146573,22.696,12.635,4.674,30.132,19.116,0.747
146574,26.983,9.343,4.866,29.235,19.041,0.238
146575,17.96,7.483,4.984,31.076,24.834,5.439
146576,18.933,6.396,4.407,32.394,23.136,7.028
146577,27.055,6.582,5.374,28.64,21.084,1.531
146578,19.323,9.901,5.167,29.276,24.056,3.575
146579,19.959,6.714,5.659,32.124,22.898,4.607
146580,7.201,4.356,2.22,36.619,30.52,3.256
146581,3.153,2.84,1.222,37.383,42.395,5.349
146582,16.074,5.118,5.955,35.799,26.901,3.186
146583,14.507,6.975,5.809,28.075,32.034,5.768
146584,16.587,8.232,5.612,30.041,28.933,3.018
146585,10.343,6.885,4.524,19.652,49.36,3.801
146586,11.354,5.16,5.153,26.166,43.266,3.427
146587,7.966,7.297,3.491,20.951,49.166,4.334
146588,21.31,5.232,1.044,19.908,38.923,4.968
146589,10.932,2.013,1.436,13.192,14.509,1.573
146590,2.214,0.351,0.24,3.233,2.183,0.078
146591,20.308,4.978,5.023,30.3,29.807,2.067
146592,17.046,6.89,5.916,27.475,32.568,2.726
146593,13.429,6.399,5.506,30.218,32.889,3.704
146594,13.743,6.763,5.874,21.094,40.922,3.481
146595,12.839,6.042,5.487,27.741,35.993,4.323
146596,12.221,4.441,5.026,29.058,39.678,3.28
146597,9.328,5.212,4.479,17.119,53.872,3.687
146598,12.722,6.713,5.121,20.929,43.478,4.91
146599,18.442,7.049,5.61,16.723,37.293,7.174
146600,18.778,10.829,3.74,12.133,25.624,20.591
146601,19.797,7.579,2.379,14.414,26.189,14.38
146602,0,0.004,0,0.165,0.206,0.011
146607,2.852,6.515,1.671,6.617,4.567,0.214
146608,0,0,0,0.059,0.029,0.001
146619,0.037,0.187,0.011,0.186,0.526,0.028
146781,5.1,6.066,2.232,13.025,9.068,0.271
146782,9.089,6.737,3.495,23.722,17.336,1.114
146783,6.664,3.646,2.644,16.125,11.384,0.903
146785,0.046,0.19,0.032,0.721,0.634,0.014
146786,5.704,7.451,2.69,31.899,26.077,2.019
146787,4.519,6.275,2.346,24.056,19.916,1.631
146788,3.746,2.963,1.705,13.897,10.267,0.885
146789,0.798,0.974,0.342,2.649,0.993,0.131
146790,0.091,0.161,0.039,0.411,0.334,0.022
146791,0.013,0.066,0.008,0.354,0.198,0.017
146792,1.347,1.26,0.469,2.601,1.79,0.048
146793,0.126,0.377,0.041,3.077,2.391,0.187
146794,0,0.044,0,0.711,0.401,0.018
146804,0.087,0.874,0.04,1.443,1.535,0.088
146805,7.808,15.513,4.129,32.302,27.445,1.498
146806,17.69,12.513,3.661,18.965,14.838,0.495
146807,0.034,1.335,0.009,1.592,1.673,0.08
146827,1.696,0.586,0.11,0.433,0.259,0.004
146828,6.372,0.932,0.291,1.218,0.747,0.007
146840,0.502,0.175,0.003,0.105,0.069,0
146841,5.702,1.345,0.149,1.959,1.293,0.002
146842,0.03,0.072,0.001,0.105,0.071,0
146854,1.827,1.201,0.078,0.966,0.541,0.041
147086,0.001,0.05,0.001,1.278,1.263,0.575
147087,0.002,0.557,0.001,13.139,10.228,1.545
147088,0.2,5.51,0.083,39.144,19.742,3.616
147089,0.78,5.169,0.093,42.119,21.348,3.775
147090,1.101,6.125,0.16,34.665,36.787,5.528
147091,8.331,8.436,0.553,29.078,33.304,6.257
147092,39.754,8.685,0.128,16.081,15.308,1.056
147093,46.082,14.565,0.094,11.857,8.933,0.19
147094,59.197,8.424,0.003,9.22,6.564,0.144
147095,71.275,2.929,0.011,4.701,3.146,0.031
147096,49.528,19.114,0.126,8.401,5.945,0.158
147097,68.229,8.32,0.008,3.893,2.543,0.015
147098,76.606,0.388,0.001,2.432,1.613,0.013
147099,73.408,0.683,0.001,2.801,1.859,0
147100,79.178,0.673,0.002,1.167,0.761,0
147101,80.411,0.646,0,0.725,0.459,0
147102,75.284,2.95,0.008,2.816,1.887,0.023
147103,74.342,4.326,0.012,1.266,0.819,0.003
147104,72.783,3.232,0.07,2.384,1.752,0.015
147105,79.491,3.175,0.118,0.638,0.681,0.024
147106,74.897,2.474,0.247,3.179,4.069,0.186
147107,38.716,9.063,0.807,16.057,18.763,1.197
147108,59.75,5.107,0.552,8.695,11.899,0.69
147109,38.377,9.343,1.445,14.635,23.449,1.551
147110,19.145,8.899,0.904,19.219,33.981,2.981
147111,51.76,4.264,0.472,9.918,14.634,0.758
147112,65.963,1.708,0.151,6.859,7.325,0.33
147113,63.962,1.434,0.071,7.993,9.861,0.926
147114,59.799,2.85,0.193,10.1,12.191,1.224
147115,78.927,1.201,0.091,1.662,1.585,0.227
147116,54.277,2.459,0.16,12.785,15.247,2.384
147117,40.92,1.787,0.205,16.761,26.522,3.667
147118,56.048,0.749,0.309,10.204,18.476,2.582
147119,67.911,0.726,0.34,6.5,11.001,0.802
147120,69.269,2.534,1.104,5.871,6.873,0.587
147121,56.585,4.848,2.843,11.886,10.32,0.65
147122,61.247,3.827,3.264,10.744,7.476,0.188
147123,56.886,4.542,4.06,12.66,8.85,0.265
147124,66.586,0.879,0.689,6.165,9.246,3.628
147125,68.966,0.399,0.245,6.477,8.97,1.749
147126,76.661,0.123,0.088,3.271,4.667,0.516
147127,60.539,0.41,0.302,11.231,12.134,2.117
147128,44.614,1.135,0.975,11.591,22.363,8.915
147129,30.514,2.426,1.784,11.744,23.883,20.317
147130,54.011,0.395,0.299,9.411,18.807,4.695
147131,77.726,0.006,0.009,3.33,4.072,0.14
147132,74.077,0.204,0.184,5.467,5.598,0.303
147133,76.866,0.994,0.516,4.296,3.718,0.086
147134,57.143,4.5,1.966,8.222,8.289,0.397
147135,72.214,1.658,0.926,4.053,7.607,1.339
147136,53.227,2.191,1.336,7.545,16.225,9.004
147137,34.613,2.902,1.562,8.726,17.791,26.039
147138,21.563,8.014,4.86,16.027,29.254,11.633
147139,8.44,11.094,3.6,15.532,45.552,3.824
147140,15.224,9.729,5.737,21.587,33.393,5.968
147141,13.504,9.705,5.807,11.071,28.688,23.431
147142,8.914,9.011,4.825,6.74,23.793,40.588
147143,11.108,7.614,5.296,8.094,25.067,36.033
147144,14.444,7.049,6.066,10.551,21.089,30.784
147145,14.35,5.484,5.595,10.926,18.493,38.875
147146,12.938,5.291,5.349,8.077,29.688,32.685
147147,12.641,7.668,5.624,8.304,26.545,32.629
147148,2.839,10.607,1.488,23.353,33.109,21.123
147149,4.069,11.732,2.298,26.953,37.416,9.042
147150,6.955,9.625,3.604,26.588,31.503,12.594
147151,18.317,7.344,6.553,11.829,25.623,21.883
147152,26.506,4.777,5.761,11.247,18.481,23.891
147153,24.064,5.255,6.058,8.977,24.763,22.087
147154,20.434,5.848,6.775,15.182,21.827,16.146
147155,15.275,8.501,6.547,17.559,28.157,15.522
147156,18.692,6.908,5.277,16.994,24.491,19.484
147157,18.217,6.072,4.772,13.733,24.363,24.727
147158,27.319,4.441,3.545,16.829,23.759,14.606
147159,12.132,7.853,4.464,13.302,27.733,28.188
147160,6.534,10.342,3.741,14.167,43.727,15.947
147161,2.445,9.563,1.623,14.847,53.073,13.067
147162,0.947,13.03,0.739,11.978,47.681,20.519
147163,2.131,13.956,1.443,12.562,43.292,21.429
147164,10.515,12.466,3.521,19.329,34.564,9.47
147165,9.038,4.97,1.641,8.63,8.729,2.647
147267,0,0,0,0.088,0.14,0.033
147268,0.531,13.486,0.179,21.661,27.726,6.577
147269,10.254,10.536,3.745,34.572,30.053,4.273
147270,21.796,6.521,6.494,29.66,25.036,1.822
147271,16.042,7.178,5.853,32.589,28.637,2.437
147272,13.713,7.407,5.596,33.402,27.845,5.244
147273,10.427,10.071,4.131,29.456,33.567,5.702
147274,2.898,14.356,1.559,27.468,43.137,4.787
147275,11.487,11.676,4.759,30.437,30.7,3.968
147276,23.213,7.072,6.815,32.229,20.293,1.122
147277,24.738,8.339,5.548,28.342,21.821,1.428
147278,24.756,9.289,5.935,26.501,21.636,1.838
147279,23.678,8.006,6.072,26.514,24.566,1.624
147280,23.308,7.282,6.454,28.07,23.816,1.72
147281,28.722,6.07,5.969,26.887,21.067,1.003
147282,19.753,5.721,5.847,26.814,32.091,1.722
147283,6.44,4.325,2.877,31.005,47.817,2.989
147284,5.035,4.255,2.406,31.266,50.53,3.133
147285,3.987,3.19,1.989,27.538,56.485,3.617
147286,21.457,4.273,6.386,30.956,26.975,1.863
147287,28.986,5.423,6.352,28.692,19.614,0.703
147288,30.499,5.909,5.559,28.228,18.889,0.323
147289,29.153,5.208,6.164,29.008,19.968,0.356
147290,25.47,5.802,4.844,33.247,21.14,0.478
147291,28.536,6.782,5.318,29.383,19.48,0.338
147292,26.352,7.01,5,28.394,20.253,3.118
147293,24.614,8.456,4.891,29.69,21.102,1.738
147294,24.018,10.249,5.12,29.791,20.081,0.883
147295,21.156,10.509,4.926,31.741,20.964,1.377
147296,20.545,9.673,4.182,29.912,22.663,4.018
147297,25.735,9.293,4.05,29.879,19.004,1.752
147298,25.867,6.573,6.644,29.541,19.361,1.344
147299,23.275,6.845,7.126,27.338,19.103,4.462
147300,11.14,7.626,4.233,38.254,25.718,3.347
147301,13.428,6.09,5.218,33.227,30.742,3.514
147302,19.865,7.15,7.284,34.457,20.479,2.193
147303,19.663,5.762,5.826,34.08,23.685,3.176
147304,13.967,5.074,5.279,25.309,38.064,6.29
147305,8.918,5.104,4.385,19.436,50.852,6.441
147306,14.237,5.138,6.092,24.064,37.237,6.874
147307,6.391,5.203,3.23,17.902,38.944,21.753
147308,18.869,5.048,2.398,26.126,33.818,6.022
147309,1.711,0.784,0.436,3.005,6.188,1.479
147310,7.971,3.354,3.169,14.654,15.186,1.192
147311,17.781,6.804,6.686,27.328,30.268,3.392
147312,21.374,7.18,5.968,29.413,25.228,2.261
147313,17.804,7.087,6.362,30.633,27.751,2.596
147314,18.241,7.124,5.657,26.506,32.473,2.315
147315,14.774,5.468,5.801,19.946,44.718,2.844
147316,13.336,5.244,5.299,18.674,47.286,3.441
147317,9.659,6.323,4.937,16.709,52.122,3.83
147318,13.902,5.504,5.822,21.726,42.54,3.918
147319,18.584,3.889,5.2,13.936,47.639,3.931
147320,18.358,6.734,4.697,14.622,41.047,7.194
147321,20.57,6.882,2.992,17.16,34.474,8.39
147322,0.018,0.132,0.004,1.34,1.158,0.119
147328,1.68,1.308,0.846,0.879,0.607,0.002
147329,2.622,1.405,0.954,2.328,1.576,0.043
147330,0.191,0.259,0.105,0.848,0.597,0.011
147338,0.055,1.139,0.036,2.013,2.582,0.189
147339,2.831,7.562,0.566,12.057,24.242,3.011
147340,0.086,0.335,0.019,0.61,0.816,0.072
147434,0,0,0,0.09,0.035,0.003
147502,0.294,1.36,0.194,5.367,5.577,0.701
147503,3.316,4.724,1.805,18.463,23.896,1.445
147504,2.6,2.524,1.229,10.891,24.004,1.59
147505,3.735,3.227,1.639,17.678,23.161,1.606
147506,7.901,5.209,3.551,31.251,37.258,2.4
147507,4.279,8.742,2.66,32.499,41.589,3.234
147508,4.88,8.517,2.843,39.874,31.194,3.236
147509,6.255,8.893,3.467,36.416,29.694,2.508
147510,8.524,7.557,3.886,35.817,24.861,2.156
147511,5.116,7.305,2.664,26.706,14.671,1.384
147512,3.765,10.055,2.348,29.333,18.039,1.658
147513,4.629,4.895,2.255,21.21,12.455,0.977
147514,4.839,7.74,2.329,17.522,11.491,0.915
147524,3.205,11.229,2.044,17.052,12.088,0.734
147525,9.151,14.417,5.4,30.539,30.745,1.795
147526,12.14,15.507,5.912,29.75,27.016,1.235
147527,6.489,6.044,1.453,7.041,6.008,0.201
147807,0,0.149,0,4.439,3.171,0.158
147808,0.06,2.054,0.026,19.55,12.39,1.75
147809,0.235,4.804,0.1,41.983,20.67,3.318
147810,0.515,3.935,0.068,36.371,30.822,4.553
147811,1.648,6.293,0.31,30.477,41.431,5.791
147812,6.05,9.473,0.503,33.579,31.833,4.694
147813,30.515,17.764,0.332,16.234,16.138,1.297
147814,60.024,10.578,0.049,7.181,5.448,0.092
147815,45.322,8.714,0.711,14.903,13.716,1.768
147816,36.657,16.564,0.733,14.55,14.568,2.167
147817,46.857,17.176,0.056,10.558,9.533,0.516
147818,69.944,0.545,0.003,5.696,3.804,0.124
147819,71.48,0.731,0.004,5.035,3.651,0.103
147820,67.51,0.81,0.004,4.955,3.242,0.017
147821,70.428,0.728,0.026,3.601,2.506,0.01
147822,64.354,2.734,0.066,6.427,5.053,0.223
147823,67.466,4.625,0.266,5.377,4.669,0.152
147824,53.669,10.066,0.634,9.471,12.413,0.519
147825,35.44,14.048,0.922,14.505,22.441,1.274
147826,41.82,12.132,1.289,12.192,18.054,0.884
147827,24.203,16.274,1.314,17.618,25.811,1.488
147828,19.562,15.942,1.696,16.118,35.287,2.309
147829,11.492,9.582,0.901,14.972,24.633,1.68
147830,7.865,11.482,0.8,18.587,38.423,2.972
147831,19.341,10.795,1.412,18.286,33.199,2.287
147832,28.715,10.264,1.214,14.619,26.923,1.886
147833,68.535,3.012,0.339,4.638,6.85,0.459
147834,60.911,4.373,0.409,7.019,8.939,0.392
147835,54.3,7.085,0.559,7.904,14.941,0.87
147836,66.968,3.836,0.434,5.978,6.697,0.442
147837,69.918,1.781,0.401,4.89,7.192,0.662
147838,35.616,1.915,0.475,10.074,36.212,6.462
147839,48.702,2.214,0.886,10.544,21.65,4.933
147840,52.728,2.859,1.001,10.622,13.059,6.911
147841,60.455,3.876,2.461,10.723,8.211,0.696
147842,37.823,8.331,6.258,19.261,15.429,0.921
147843,31.502,8.022,5.676,20.005,19.339,4.689
147844,36.804,6.276,3.572,15.606,19.132,8.108
147845,69.851,0.726,0.524,7.252,7.93,1.109
147846,74.392,0.306,0.232,3.689,6.407,1.771
147847,58.7,0.657,0.447,7.046,14.693,6.083
147848,25.571,5.191,2.871,10.812,23.787,23.956
147849,16.082,6.431,3.198,9.238,21.299,37.275
147850,63.832,0.356,0.099,7.509,11.645,3.273
147851,73.59,0.024,0.049,6.092,6.367,0.603
147852,74.703,0.255,0.269,4.716,6.276,0.539
147853,85.221,0.126,0.127,0.862,0.604,0.003
147854,74.933,1.522,1.19,4.817,4.253,0.12
147855,61.734,2.489,1.555,7.587,11.087,3.626
147856,45.985,2.983,2.134,8.905,17.348,12.14
147857,30.438,5.649,3.629,9.426,19.542,22.343
147858,11.389,11.964,4.432,14.817,40.668,8.313
147859,14.025,10.237,3.859,16.724,38.634,4.446
147860,14.031,9.989,5.382,14.668,33.317,13.337
147861,9.114,10.356,4.953,6.122,20.139,43.101
147862,8.317,10.198,4.561,6.997,24.365,39.06
147863,15.119,7.667,5.839,7.864,19.925,36.343
147864,13.984,5.168,5.054,8.841,17.64,39.776
147865,12.034,4.81,4.994,8.117,20.822,43.387
147866,12.381,5.642,5.147,8.286,28.18,34.558
147867,16.126,4.945,4.595,8.341,20.427,39.083
147868,5.261,9.636,2.285,21.622,29.806,23.234
147869,4.247,10.863,2.168,29.011,36.656,8.854
147870,6.455,10.383,3.835,25.57,41.002,4.687
147871,7.484,9.886,3.666,21.052,43.508,5.968
147872,27.583,5.29,5.023,13.88,18.516,19.511
147873,20.149,5.787,6.513,5.635,21.476,32.377
147874,19.758,4.709,6.391,10.673,24.691,19.802
147875,17.494,6.078,6.375,13.923,24.938,23.214
147876,14.18,6.454,4.95,14.234,28.25,25.14
147877,14.846,9.184,4.484,12.149,24.549,26.305
147878,20.513,6.084,3.637,18.884,26.045,15.929
147879,12.522,7.166,5.417,12.116,24.746,30.222
147880,6.229,10.498,3.536,19.18,31.625,20.459
147881,4.859,10.937,2.873,14.88,40.427,18.728
147882,2.793,11.849,1.455,14.067,47.532,15.915
147883,10.549,6.893,2.001,15.323,18.127,7.516
147884,4.584,6.967,1.62,15.754,22.751,6.492
147885,0.024,0.074,0.013,0.184,0.296,0.052
147986,0,0.014,0,1.024,0.768,0.086
147987,0.046,1.559,0.028,30.869,21.164,3.022
147988,0.952,14.87,0.556,31.631,36.85,9.274
147989,10.605,7.823,4.71,37.713,29.134,4.159
147990,18.002,7.184,5.55,35.1,24.361,2.141
147991,16.649,8.347,5.197,30.449,28.939,2.569
147992,6.107,10.683,2.871,25.847,42.002,5.151
147993,6.335,12.007,3.333,30.929,37.702,3.485
147994,6.966,12.867,3.231,27.147,37.306,6.366
147995,18.219,8.118,6.548,35.924,21.043,1.93
147996,24.998,7.426,6.15,29.671,20.619,1.448
147997,24.082,7.418,5.903,28.401,22.539,1.999
147998,21.915,6.944,6.629,26.661,26.254,2.491
147999,22.539,6.826,6.448,27.32,25.935,1.846
148000,23.731,5.5,6.6,26.685,26.287,1.92
148001,26.739,4.958,7.106,27.368,22.532,1.484
148002,27.041,5.199,7.546,29.405,19.448,1.369
148003,9.657,4.938,4.161,34.582,37.27,3.116
148004,8.145,5.752,3.997,33.74,39.258,3.373
148005,10.305,5.98,4.583,33.092,36.546,3.215
148006,25.045,4.816,6.564,29.291,22.542,1.769
148007,30.319,5.484,6.037,28.187,18.735,0.766
148008,31.08,5.672,5.846,26.792,18.01,1.844
148009,30.29,6.201,5.867,27.176,18.947,0.887
148010,31.502,6.035,6.851,26.565,17.642,0.305
148011,29.833,5.294,8.483,26.086,17.891,1.508
148012,28.819,5.337,7.28,28.035,18.754,1.411
148013,29.307,6.595,6.413,28.695,18.139,0.253
148014,26.512,9.353,6.707,27.33,19.171,0.294
148015,28.47,9.457,4.738,27.129,19.145,0.405
148016,21.383,8.696,4.02,29.887,23.957,2.815
148017,15.121,7.758,3.829,31.958,26.252,6.263
148018,22.647,9.061,5.633,30.055,19.914,2.716
148019,26.391,8.588,7.317,28.136,17.844,1.159
148020,23.078,10.141,7.522,29.509,17.706,1.875
148021,15.336,9.577,5.727,26.392,25.544,9.668
148022,7.45,14.994,3.122,31.7,29.04,5.02
148023,20.184,5.842,6.165,32.409,24.489,2.872
148024,10.859,4.729,4.811,17.837,48.886,7.673
148025,10.112,5.151,5.017,23.729,37.689,13.107
148026,15.795,5.034,6.32,20.903,34.049,11.113
148027,11.619,5.166,4.863,19.797,33.282,18.196
148028,11.826,4.257,3.484,21.451,40.434,12.573
148029,8.382,1.812,2.013,13.243,17.022,2.709
148030,8.716,2.91,2.145,14.085,10.699,1.237
148031,19.339,7.769,5.455,34.306,20.911,4.098
148032,22.176,9.484,3.271,30.311,20.809,5.269
148033,23.8,6.801,4.684,33.043,20.438,2.444
148034,17.435,6.339,6.009,24.277,34.529,2.522
148035,11.632,5.5,5.527,19.702,46.334,5.179
148036,13.688,5.919,5.922,15.76,48.023,4.39
148037,12.123,8.336,5.886,17.454,45.698,3.943
148038,12.927,7.801,6.032,18.243,40.975,7.393
148039,17.424,5.812,6.359,12.836,42.471,7.78
148040,17.886,5.534,4.695,11.486,46.824,6.653
148041,19.546,5.636,3.476,17.207,34.458,7.36
148042,1.387,1.001,0.241,2.699,3.574,0.483
148051,2.356,2.437,1.278,2.342,1.577,0.099
148058,0.912,3.301,0.564,5.708,7.613,0.759
148059,8.936,14.471,1.802,23.187,38.151,4.467
148060,1.33,4.084,0.211,9.08,17.666,2.422
148221,0.816,3.158,0.535,9.573,10.766,0.673
148222,4.209,9.198,2.638,31.33,31.767,1.807
148223,6.894,6.489,3.661,30.823,43.321,2.582
148224,6.953,5.955,3.619,28.384,46.991,2.916
