m30,BTR,FET,FDT,SHR,GRS,CRP
31825,0,1.397,0,29.477,5.868,1.635
31826,0,2.829,0,35.572,9.167,1.901
31827,0,4.378,0,45.892,16.391,2.333
31828,0,2.668,0,47.485,16.5,2.318
31829,0,2.522,0,49.289,17.619,2.546
31830,0,1.839,0,51.596,18.235,2.927
31831,0,2.516,0,44.789,13.657,2.556
31832,0,3.422,0,58.361,15.91,3.313
31833,0,2.777,0,52.201,16.976,2.736
31834,0,2.299,0,49.374,14.7,2.637
31835,0,0.956,0,37.999,7.372,2.171
31836,0,0.32,0,24.516,7.868,1.2
31837,0,0.429,0,21.706,6.007,1.108
31838,0,1.355,0,23.026,5.456,1.27
31839,0,2.073,0,30.25,6.039,1.651
31840,0,0.888,0,32.191,6.763,1.79
31841,0,0.777,0,33.287,5.096,1.948
31842,0,1.625,0,25.924,4.274,1.483
31843,0,2.504,0,28.592,6.259,1.566
31844,0,3.57,0,39.179,10.591,2.174
31845,0,1.124,0,17.815,5.579,0.849
31846,0,1.002,0,25.239,9.082,1.212
31847,0,1.932,0,44.255,15.765,2.119
31848,0,1.454,0,29.541,7.7,1.509
31849,0,0.081,0,4,0.661,0.228
31850,0,1.771,0,45.8,12.032,2.341
31851,0,2.597,0,47.139,13.629,2.323
31852,0,1.712,0,44.649,25.858,1.321
31853,0,1.591,0,46.218,20.664,1.751
31854,0,1.495,0,40.101,18.531,1.526
31855,0,0.719,0,33.432,14.127,1.356
31856,0,0.619,0,28.658,13.014,1.052
31857,0,0.283,0,30.869,11.89,1.272
31858,0,0.419,0,31.665,13.729,1.211
31859,0,0.537,0,26.809,12.242,0.971
31860,0,0.435,0,27.059,18.431,0.595
31861,0,0.344,0,28.104,18.764,0.637
31862,0,0.494,0,27.595,17.279,0.718
31863,0,1.32,0,28.727,16.316,0.844
31864,0,0.949,0,21.284,10.417,0.763
31865,0,0.038,0,1.782,0.92,0.062
31867,0,0.557,0,15.419,7.866,0.558
31868,0,0.955,0,20.86,5.882,1.031
31869,0,0.436,0,14.293,4.514,0.645
31870,0,0.409,0,11.056,3.513,0.499
31871,0,0.398,0,7.838,2.9,0.334
31872,0,0.231,0,5.522,2.257,0.208
31873,0,0.257,0,10.692,4.285,0.442
31874,0,0.203,0,18.166,5.562,0.859
31875,0,0.532,0,28.278,7.185,1.459
31876,0,0.777,0,31.989,7.109,1.7
31877,0,0.381,0,22.155,3.687,1.248
31878,0,0.054,0,3.487,0.542,0.196
31886,0,0.805,0,20.024,7.717,0.88
31887,0,0.522,0,26.323,21.28,0.358
31888,0,1.886,0,32.537,15.005,1.256
31889,0,5.828,0,52.026,13.15,2.931
31890,0,2.608,0,42.646,13.184,2.311
31891,0,0.221,0,8.002,2.524,0.379
31892,0,0.757,0,21.119,9.492,0.878
31893,0,1.252,0,29.478,5.951,1.592
31894,0,0.426,0,6.399,1.406,0.337
31895,0,0.455,0,10.857,2.477,0.566
31896,0,2.64,0,28.836,5.979,1.568
31897,0,2.331,0,27.644,5.214,1.524
31898,0,1.495,0,13.043,3.302,0.664
31899,0,0.502,0,4.525,1.034,0.233
31900,0,0.089,0,3.836,0.862,0.192
31901,0,0.03,0,0.244,0.067,0.01
31902,0,0.017,0,0.304,0.081,0.011
31903,0,0.002,0,0.345,0.125,0.014
31904,0,0,0,0.502,0.163,0.022
31905,0,0.001,0,0.492,0.108,0.025
31906,0,0.01,0,0.466,0.188,0.018
31907,0,0.022,0,0.552,0.204,0.027
31908,0,0.094,0,1.193,0.367,0.063
31909,0,0.174,0,1.631,0.655,0.079
31910,0,0.826,0,6.588,1.854,0.368
31911,0,0.186,0,2.291,0.431,0.132
31912,0,0.101,0,0.911,0.286,0.044
31913,0,0.073,0,0.914,0.281,0.042
31933,0,3.626,0,13.921,4.138,0.855
31934,0,6.334,0,31.755,10.13,2.058
31935,0,6.048,0,46.697,9.604,2.801
31936,0.001,5.101,0.001,40.241,8.061,2.43
31937,0,4.441,0,40.545,7.395,2.469
31938,0,5.075,0,37.706,7.225,2.323
31939,0,4.865,0,41.569,10.086,2.662
31940,0,3.776,0,40.861,12.763,2.748
31941,0,0.288,0,6.513,2.4,0.368
32065,0,0.114,0,0.189,0.125,0
32066,0.038,1.019,0.023,2.78,1.545,0.136
32067,0.002,0.633,0.002,1.498,1.177,0.076
32070,0.164,3.618,0.134,8.2,4.315,0.287
32071,0.684,10.606,0.449,25.434,11.417,1.129
32072,0.093,9.563,0.071,42.249,13.795,2.408
32073,0.052,6.076,0.037,39.615,11.76,2.444
32074,0,3.555,0,49.614,11.071,2.978
32075,0.011,5.041,0.005,46.354,11.325,2.916
32076,0.02,3.197,0.013,43.753,11.39,2.628
32077,0,2.456,0,41.43,11.009,2.518
32078,0.018,5.763,0.013,45.598,12.537,2.932
32079,0.048,6.399,0.031,60.281,15.789,3.96
32080,0.011,10.128,0.01,61.87,13.454,3.978
32081,0.007,17.138,0.007,54.81,13.741,3.269
32082,0.079,23.404,0.075,40.928,20.082,1.522
32083,0.031,25.282,0.03,43.596,20.927,1.446
32084,0.025,23.788,0.023,44.467,20.601,1.372
32085,0.029,23.623,0.028,45.065,21.002,1.403
32086,0.015,24.496,0.015,44.963,21.785,1.142
32087,0.044,25.694,0.043,42.087,23.25,0.802
32088,0.117,26.212,0.097,37.954,23.528,0.412
32089,0.138,24.297,0.129,37.76,23.367,0.55
32090,0.222,24.755,0.209,42.806,22.726,1.242
32091,0.104,24.036,0.098,43.45,23.369,1.589
32092,0.106,24.719,0.098,40.528,24.59,1.088
32093,0.022,22.718,0.021,45.682,23.26,1.792
32094,0.019,22.95,0.018,43.99,22.254,2.249
32095,0.014,20.908,0.014,39.927,21.403,1.625
32096,0.036,16.742,0.027,32.122,21.399,1.474
32097,0.035,22.072,0.028,40.128,26.526,1.318
32098,0.039,23.941,0.028,41.837,26.325,1.293
32099,0.056,24.091,0.038,42.395,25.591,1.444
32100,0.246,21.59,0.176,42.757,26.669,1.854
32101,0.192,24.251,0.147,40.457,22.692,1.238
32102,0.395,24.876,0.291,40.185,20.271,1.252
32103,0.303,24.095,0.205,35.622,19.666,1.094
32104,0.198,19.587,0.137,35.902,16.468,1.608
32105,0.134,18.423,0.109,35.547,15.046,1.416
32106,0.1,13.713,0.068,32.599,13.019,1.732
32107,0.085,12.653,0.078,23.469,11.709,0.909
32108,0.06,14.697,0.05,37.705,17.338,2.035
32109,0.027,14.37,0.024,30.152,15.153,1.561
32110,0.022,15.155,0.02,35.19,19.051,1.989
32111,0.017,17.762,0.014,38.454,15.761,2.204
32112,0.039,19.68,0.028,48.749,18.769,2.781
32113,0.008,14.24,0.007,47.108,25.455,3.623
32114,0.005,12.155,0.003,41.859,30.632,3.445
32115,0,9.747,0,44.579,33.68,4.048
32116,0,6.023,0,43.823,37.614,4.308
32117,0.004,6.521,0.002,47.464,32.263,4.193
32118,0.006,6.512,0.005,51.931,28.614,4.277
32119,0.004,4.801,0.003,52.606,32.323,4.541
32120,0.022,5.544,0.014,58.438,24.829,4.469
32121,0.004,5.41,0.004,47.402,17.464,3.472
32122,0.005,2.68,0.004,27.702,14.048,2.218
32123,0,0.036,0,0.701,0.196,0.039
32128,0,0.082,0,0.574,0.126,0.036
32129,0.005,11.779,0.004,46.335,7.036,2.902
32130,0.006,13.761,0.004,65.162,8.211,3.89
32131,0.001,8.471,0.001,53.45,6.855,3.211
32132,0.017,4.371,0.013,35.389,4.598,2.126
32133,0,3.008,0,27.304,4.381,1.678
32134,0,1.482,0,7.907,1.417,0.496
32136,0,0.577,0,3.534,0.933,0.239
32137,0,3.62,0,16.689,3.57,1.066
32138,0,6.607,0,24.642,9.082,1.798
32139,0,6.082,0,48.278,11.672,3.193
32140,0,8.163,0,60.239,16.431,4.077
32141,0,8.878,0,64.496,16.298,4.322
32142,0,6.812,0,73.463,11.738,4.586
32143,0,7.899,0,72.803,11.891,4.578
32144,0,9.684,0,68.312,13.182,4.407
32145,0.005,11.653,0.004,59.178,8.632,3.63
32146,0.003,10.188,0.002,45.746,6.966,2.806
32147,0.41,16.089,0.266,48.378,6.861,2.966
32148,0.351,12.079,0.244,55.85,10.22,3.509
32149,0.143,8.202,0.101,67.044,11.605,4.164
32150,0.038,9.481,0.025,69.792,10.814,4.287
32151,0.014,9.759,0.009,70.131,9.847,4.289
32152,0.033,8.084,0.025,69.818,12.784,4.399
32153,0.181,7.751,0.131,69.878,11.571,4.373
32154,0.261,7.325,0.187,70.232,11.88,4.394
32155,0.072,8.867,0.053,69.082,10.922,4.266
32156,0.131,9.841,0.1,67.23,11.667,4.169
32157,0.15,5.376,0.115,73.467,9.741,4.45
32158,0.124,5.17,0.086,74.427,10.566,4.52
32159,0.052,4.182,0.04,72.073,9.929,4.374
32160,0.057,4.558,0.045,71.389,11.851,4.412
32161,0.049,5.512,0.039,69.309,10.936,4.219
32162,0.102,5.305,0.07,70.183,12.415,4.339
32163,0.11,4.193,0.062,72.009,9.002,4.227
32164,0.16,4.23,0.093,71.096,9.446,4.177
32165,0.116,4.551,0.076,70.293,9.703,4.19
32166,0.026,4.474,0.018,70.418,10.604,4.284
32167,0.015,5.457,0.01,72.653,9.465,4.338
32168,0.024,7.28,0.018,69.425,9.013,4.125
32169,0.02,7.159,0.014,69.278,8.737,4.167
32170,0.024,5.184,0.014,72.928,8.68,4.268
32171,0.007,3.884,0.004,74.412,8.893,4.431
32172,0.001,2.095,0.001,49.178,7.411,2.919
32173,0,1.86,0,43.727,6.453,2.542
32174,0,4.041,0,58.539,10.471,3.579
32175,0,4.793,0,65.923,12.849,4.114
32176,0,4.021,0.11,67.143,9.596,4.08
32177,0,4.385,0.171,71.838,9.077,4.241
32178,0.001,4.167,0.041,71.406,8.471,4.161
32179,0.002,4.06,0.026,70.528,8.464,4.126
32180,0,3.425,0.002,69.535,8.391,4.09
32181,0,3.895,0.003,67.341,8.127,3.981
32182,0,4.967,0,66.741,8.093,3.937
32183,0,4.139,0,54.023,6.589,3.214
32184,0,4.099,0.013,58.352,7.062,3.428
32185,0,5.201,0.005,70.476,8.468,4.099
32186,0,3.208,0.005,53.677,6.73,3.146
32187,0,0.728,0,10.418,1.242,0.623
32189,0,0.102,0,2.3,0.274,0.136
32190,0,2.081,0,39.009,5.142,2.338
32191,0,4.041,0,69.506,8.354,4.076
32192,0,4.6,0,68.529,8.184,4.064
32193,0,4.861,0.002,70.876,8.527,4.136
32194,0,5.042,0.004,71.527,8.463,4.127
32195,0,3.544,0.073,45.348,5.385,2.635
32196,0.012,4.009,1.796,44.271,5.37,2.589
32197,0.005,6.733,1.135,48.558,5.805,2.859
32198,0.003,5.72,0.338,58.962,7.062,3.489
32199,0.009,4.717,0.013,73.952,8.769,4.38
32200,0,3.641,0,72.723,8.609,4.286
32201,0,3.256,0,73.504,8.829,4.354
32202,0,3.546,0.001,74.242,9.101,4.416
32203,0,4.166,0.007,74.326,8.941,4.418
32204,0.001,4.635,0.002,74.885,8.935,4.484
32205,0.002,4.394,0.002,73.529,8.876,4.335
32206,0,4.979,0.007,74.58,8.851,4.447
32207,0.001,5.759,0.059,69.376,8.261,4.094
32208,0,4.431,0.004,72.885,8.633,4.311
32209,0,6.039,0.032,70.908,8.493,4.186
32210,0,5.931,0.057,69.749,8.777,4.137
32211,0,7.201,0.07,71.148,8.632,4.157
32212,0.005,10.97,0.869,62.738,8.973,3.701
32213,0.002,13.174,5.2,31.806,20.164,2.548
32214,0.082,13.166,6.555,44.566,18.307,3.198
32215,0.019,8.815,3.263,36.674,13.342,2.569
32216,0.01,5.422,0.649,27.579,5.86,1.736
32217,0.042,10.837,1.393,53.431,10.642,3.264
32218,0.005,5.796,0.173,65.632,9.251,3.994
32219,0,5.209,0.173,66.372,9.392,3.915
32220,0,2.475,0,57.463,7.719,3.394
32221,0,3.17,0.022,61.465,8.419,3.589
32222,0,3.759,0.042,60.206,8.435,3.542
32223,0,5.447,0.021,55.978,8.738,3.368
32224,0,6.046,0.001,54.97,8.146,3.309
32225,0,5.745,0,57.036,8.795,3.396
32226,0,5.006,0,56.495,9.337,3.374
32227,0,4.525,0.001,55.681,8.61,3.331
32228,0,2.598,0.003,51.171,6.992,3.05
32229,0,1.503,0,50.006,7.229,3.03
32230,0,5.878,0.062,53.673,8.759,3.257
32231,0.001,5.227,0.222,57.566,9.205,3.496
32232,0.002,4.618,0.005,56.061,8.061,3.357
32233,0.007,4.965,0.026,61.451,10.095,3.768
32234,0.008,5.985,0.081,63.687,9.958,3.869
32235,0,3.194,0,63.012,8.309,3.754
32236,0,2.739,0.045,61.514,8.289,3.683
32237,0.024,4.242,0.632,60.621,9.004,3.673
32238,0.092,5.768,2.557,60.454,10.706,3.648
32239,0.069,6.827,2.895,57.491,11.854,3.688
32240,0.063,5.278,2.358,60.816,12.826,3.886
32241,0.108,7.024,3.261,59.93,13.426,3.839
32242,0.109,7.656,3.59,60.038,13.012,3.858
32243,0.145,8.88,6.111,48.862,18.705,3.5
32244,0.09,9.588,6.399,49.283,12.739,3.281
32245,0.009,8.077,6.755,51.987,9.467,3.284
32246,0.008,8.048,7.908,53.322,14.441,3.563
32247,0.018,7.555,5.957,57.258,14.43,3.799
32248,0.003,8.231,4.817,56.836,12.818,3.696
32249,0.024,9.077,5.195,52.219,14.346,3.461
32250,0.011,6.129,3.838,59.453,11.499,3.706
32251,0.03,7.742,4.104,55.97,11.806,3.578
32252,0.002,8.615,5.059,53.755,12.052,3.423
32253,0,8.514,4.727,50.096,15.49,3.375
32254,0,8.644,4.744,44.461,19.864,3.271
32255,0.015,7.994,3.285,45.38,21.214,3.361
32256,0.048,8.197,3.218,50.488,18.241,3.574
32257,0.003,7.362,2.119,48.656,22.323,3.741
32258,0.018,8.492,2.254,48.468,20.628,3.627
32259,0.024,9.519,3.261,48.893,16.233,3.401
32260,0.021,7.257,2.594,53.89,16.292,3.665
32261,0.002,8.206,4.382,46.588,21.241,3.551
32262,0,8.179,2.982,46.133,21.227,3.538
32263,0,7.557,2.906,48.268,21.799,3.697
32264,0,7.11,2.098,48.914,21.389,3.692
32265,0,5.638,1.294,51.23,20.061,3.755
32266,0.005,6.382,2.322,48.185,23.55,3.743
32267,0.013,4.978,0.637,53.699,19.77,3.874
32268,0.058,5.478,0.867,53.638,17.916,3.797
32269,0.042,5.895,1.274,47.727,23.934,3.81
32270,0.056,6.251,1.67,48.281,23.301,3.792
32271,0.089,6.031,1.086,48.428,23.799,3.833
32272,0.033,7.242,1.801,43.058,27.148,3.668
32273,0.09,8.052,2.874,32.157,30.348,3.141
32274,0.163,9.98,2.892,29.936,33.166,3.219
32275,0.095,11.432,2.992,29.793,35.203,3.353
32276,0.043,13.272,5.821,38.253,23.949,3.241
32277,0.073,10.485,5.651,42.933,20.283,3.087
32278,0.053,9.527,7.124,41.913,21.121,2.553
32279,0.103,12.953,8.286,38.449,22.96,2.808
32280,0.139,13.489,7.527,40.736,22.162,2.873
32281,0.003,14.528,8.543,44.115,18.618,2.616
32282,0.133,12.967,10.115,45.244,17.49,2.581
32283,0,11.379,17.079,40.804,18.269,1.766
32284,0,8.441,20.243,38.179,19.256,1.241
32285,0,12.473,18.814,39.896,17.273,1.77
32286,0,11.047,15.755,39.522,16.369,1.853
32287,0.009,8.642,6.309,29.477,8.118,1.693
32288,0.007,12.863,5.175,50.796,8.896,3.264
32289,0.083,10.599,3.805,48.96,8.816,3.003
32290,0.042,10.959,5.66,60.976,10.647,3.786
32291,0.141,9.715,3.026,65.315,8.991,3.916
32292,0.032,8.349,0.859,67.33,10.938,4.086
32293,0.109,7.029,0.697,64.394,9.612,3.884
32294,0.033,4.474,0.06,52.229,8.574,3.183
32295,0.005,3.033,0.019,39.48,9.726,2.549
32296,0.015,6.196,0.054,47.99,12.254,3.071
32297,0.03,2.096,0.131,22.507,7.856,1.474
32298,0,2.887,0.009,37.952,6.925,2.318
32299,0,6.267,0.001,59.966,11.909,3.742
32300,0.001,5.761,0.003,62.206,12.052,3.877
32301,0.001,5.684,0.004,62.211,15.172,3.982
32302,0.073,8.521,0.488,57.424,18.317,3.935
32303,0.043,9.291,0.54,54.846,16.339,3.703
32304,0.193,9.594,0.897,61.203,11.811,3.833
32305,0.115,14.144,2.577,48.87,20.01,3.547
32306,0.078,11.354,3.116,47.18,24.094,3.449
32307,0.046,10.754,3.48,43.794,24.347,3.324
32308,0.048,11.061,4.439,41.666,25.655,2.966
32309,0.039,13.464,5.298,37.442,28.416,2.845
32310,0.009,14.294,5.219,37.643,27.377,2.854
32311,0.009,9.377,4.189,43.666,24.114,3.173
32312,0,8.502,5.512,39.164,23.971,2.827
32313,0,9.869,8.362,35.956,28.93,2.5
32314,0.015,6.671,3.216,51.158,20.989,3.82
32315,0.051,6.564,1.217,55.635,19.359,3.884
32316,0.002,2.082,0.055,47.868,10.851,2.899
32317,0.003,1.706,0.012,47.046,8.381,2.792
32318,0.003,0.714,0.002,25.897,6.425,1.513
32319,0.014,2.131,0.088,43.142,9.313,2.544
32320,0.039,3.312,0.16,65.609,10.869,3.845
32321,0.218,3.821,0.567,66.164,9.714,3.804
32322,0.209,6.009,2.154,63.784,10.648,3.833
32323,0.255,7.401,2.612,63.006,12.021,4.032
32324,0.071,5.651,0.808,64.7,10.301,3.842
32325,0.019,3.36,0.182,66.425,9.908,3.942
32326,0.037,5.381,0.87,68.759,9.818,4.064
32327,0.041,5.673,1.785,63.958,9.16,3.914
32328,0.028,3.301,0.595,64.299,8.486,3.789
32329,0.012,2.383,0.416,55.126,7.079,3.259
32330,0.026,3.435,0.831,51.138,6.358,3.044
32331,0.054,3.718,1.491,52.832,6.983,3.174
32332,0.033,4.757,3.238,59.531,7.542,3.539
32333,0.029,4.634,3.267,57.77,7.312,3.438
32334,0.059,5.931,4.086,62.682,9.188,3.762
32335,0.047,6.738,5.416,60.038,11.494,3.816
32336,0.137,5.084,3.238,62.556,11.199,3.717
32337,0,5.153,2.099,60.941,11.521,3.6
32338,0.008,6.438,2.68,63.627,10.637,3.856
32339,0,8.305,2.812,64.234,9.768,3.896
32340,0.004,8.75,3.364,61.234,10.363,3.748
32341,0,9.374,4.782,59.928,9.369,3.743
32342,0,7.25,3.393,56.91,9.749,3.537
32343,0.002,5.267,2.637,56.999,11.142,3.607
32344,0.004,4.83,2.138,48.492,6.288,2.907
32345,0,4.631,1.553,50.054,8.371,3.141
32346,0,6.9,2.999,53.735,9.796,3.366
32347,0.005,6.72,3.674,56.811,10.605,3.567
32348,0.001,4.628,1.694,43.707,8.95,2.79
32349,0,5.261,1.983,43.345,7.743,2.714
32350,0,5.078,2.161,37.376,6.218,2.301
32351,0,6.76,4.62,40.112,8.327,2.587
32352,0,5.26,3.608,44.584,6.676,2.75
32353,0,6.437,4.441,43.703,7.463,2.725
32354,0.001,3.687,2.336,57.793,12.091,3.511
32355,0,5.142,4.162,59.517,13.879,3.748
32356,0.003,5.122,4.057,59.95,14.222,3.998
32357,0,4.889,1.938,64.54,12.734,4.002
32358,0.002,5.05,1.816,52.482,10.43,3.349
32359,0.004,5.862,1.576,64.555,10.873,3.89
32360,0,3.709,1.648,61.642,11.489,3.851
32361,0,4.976,2.962,59.171,9.771,3.596
32362,0.003,5.115,2.628,61.481,10.402,3.734
32363,0,8.451,4.101,55.975,8.845,3.373
32364,0.002,7.601,3.1,52.471,8.111,3.198
32365,0,8.534,3.282,53.976,8.922,3.337
32366,0.019,9.44,3.307,58.504,10.601,3.635
32367,0.013,8.839,2.179,57.784,11.843,3.628
32368,0.019,7.192,0.942,58.206,13.695,3.699
32369,0.006,6.558,1.559,57.051,12.479,3.644
32370,0.001,5.855,0.936,58.546,12.206,3.64
32371,0.009,6.112,0.649,60.471,13.178,3.855
32372,0.005,5.439,0.557,60.671,11.723,3.802
32373,0.002,6.488,0.43,61.477,14.463,3.936
32374,0,3.674,0.161,46.591,14.938,3.121
32375,0,2.827,0.111,44.468,14.277,2.921
32376,0,2.436,0.027,51.794,14.581,3.311
32377,0,0.926,0,41.679,10.086,2.488
32378,0.003,0.702,0.002,37.088,8.198,2.156
32379,0,0.464,0,27.871,7.068,1.498
32380,0,0.434,0,33.04,9.654,1.789
32381,0,0.488,0,31.494,7.219,1.669
32382,0,0.739,0.008,35.822,10.507,1.791
32383,0,0.799,0,39.944,11.831,1.9
32384,0,0.738,0,39.876,10.246,2.011
32385,0,0.637,0,33.11,10.25,1.623
32386,0,0.691,0,36.922,7.622,2.043
32387,0,0.68,0,38.469,8.641,2.04
32388,0,1.294,0,43.546,9.623,2.381
32389,0,1.034,0,42.475,9.369,2.35
32390,0,0.797,0,33.016,7.238,1.798
32391,0,0.582,0,30.791,6.466,1.733
32392,0,0.289,0,20.857,5.58,1.096
32393,0,0.185,0,16.723,5.744,0.841
32394,0,0.146,0,13,5.021,0.716
32395,0,0.064,0,6.715,3.232,0.354
32396,0,0.168,0,9.439,2.96,0.504
32397,0,0.275,0.001,12.57,3.733,0.667
32398,0,0.687,0,27.734,5.549,1.497
32399,0.001,1.068,0.002,33.162,6.806,1.802
32400,0,0.945,0,31.42,7.008,1.706
32401,0,0.634,0,31.081,12.686,1.356
32402,0,1.049,0,43.474,12.249,2.151
32403,0,1.272,0,54.502,9.902,3.067
32404,0,1.261,0,48.644,12.624,2.613
32405,0,1.728,0,53.681,10.277,3.108
32406,0,1.567,0,55.002,10.449,3.097
32407,0,1.896,0,59.174,9.669,3.416
32408,0,2.385,0,63.053,8.969,3.686
32409,0,2.169,0,58.72,10.823,3.335
32410,0,1.387,0,43.886,11.147,2.352
32411,0,0.261,0,9.794,2.7,0.569
32412,0,0.093,0,5.508,0.925,0.314
32413,0,0.258,0,9.439,1.35,0.561
32414,0,0.044,0,3.363,0.501,0.205
32415,0,0,0,1.031,0.124,0.059
32433,0,1.491,0,27.928,6.829,1.791
32434,0,3.29,0,55.339,11.741,3.326
32435,0,7.992,0,58.179,9.768,3.526
32436,0,9.229,0,56.913,13.246,3.434
32437,0,17.431,0,47.394,16.458,3.041
32438,0,13.325,0,53.849,16.472,3.357
32439,0.001,14.896,0.001,53.964,17.351,3.553
32440,0.003,8.467,0.002,57.418,18.803,3.739
32441,0.002,19.719,0.002,50.209,18.29,3.163
32442,0.003,16.602,0.003,55.259,17.412,3.46
32443,0.001,12.775,0.001,55.478,16.26,3.618
32444,0.001,12.558,0.001,59.789,15.185,3.88
32445,0.001,15.002,0.001,52.866,18.367,3.361
32446,0,14.457,0,52.941,20.613,3.513
32447,0,15.182,0,54.57,17.147,3.507
32448,0,11.403,0,49.319,15.979,2.998
32449,0,9.751,0,48.728,13.283,2.854
32450,0,6.872,0,50.793,13.325,3.036
32451,0.465,9.841,0.025,47.14,13.203,2.826
32452,0.313,9.644,0.016,48.427,12.238,2.808
32453,0.663,13.714,0.032,54.511,14.097,3.134
32454,1.517,16.729,0.066,52.333,14.373,2.993
32455,0.709,15.646,0.034,55.792,14.762,3.468
32456,0.262,20.291,0.013,54.754,14.402,3.302
32457,0.228,22.692,0.016,55.099,13.361,3.145
32458,0.501,20.559,0.032,54.82,14.408,3.129
32459,0.959,24.107,0.051,52.407,14.675,2.847
32460,1.035,19.166,0.056,54.267,14.611,3.182
32461,0.24,14.816,0.019,61.24,11.234,3.691
32462,1.221,12.674,0.079,61.755,10.475,3.647
32463,0.537,14.59,0.037,60.534,11.934,3.567
32464,1.285,14.286,0.104,57.574,14.006,3.131
32465,3.881,18.967,0.334,54.976,14.103,2.881
32466,2.49,21.499,0.215,52.034,15.301,2.626
32467,5.666,25.822,0.493,43.137,17.425,1.779
32468,1.31,44.059,0.118,34.964,15.571,1.013
32469,1.127,48.188,0.102,32.882,16.251,0.676
32470,0.115,46.131,0.011,32.034,19.283,0.426
32471,0.664,39.725,0.048,33.714,18.263,0.621
32472,0.134,44.789,0.009,32.224,20.091,0.227
32473,1.326,35.481,0.099,38.222,18.073,1.309
32474,2.305,25.178,0.197,40.076,19.807,1.669
32475,1.226,32.497,0.087,39.228,20.282,1.253
32476,0.93,32.326,0.078,41.903,17.811,1.27
32477,0.477,35.377,0.029,41.793,17.982,1.357
32478,0.362,34.137,0.034,41.122,21.429,1.134
32479,0.198,29.106,0.134,41.043,23.987,1.16
32480,0.254,25.508,0.166,43.678,18.927,1.838
32481,0.132,19.119,0.082,49.966,17.112,2.754
32482,0.616,21.833,0.386,53.961,16.837,3.305
32483,1.286,23.046,0.724,47.971,22.452,3.136
32484,0.584,22.075,0.352,53.662,18.101,3.178
32485,0.431,22.24,0.248,50.691,15.653,3.101
32486,0.611,20.814,0.351,52.876,15.191,3.321
32487,1.103,20.446,0.683,55.543,16.806,3.484
32488,0.059,3.404,0.048,63.271,11.992,3.831
32489,0.044,4.631,0.034,73.105,10.279,4.397
32490,0.229,17.848,0.146,63.871,11.271,3.862
32491,0.069,23.141,0.04,45.513,12.136,2.845
32492,0.857,13.838,0.482,54.716,7.214,3.214
32493,0.189,17.568,0.108,41.332,8.493,2.492
32494,0.023,19.434,0.014,47.484,8.882,2.881
32495,0.033,21.213,0.017,50.321,10.252,2.998
32496,0.004,26.143,0.002,41.814,15.098,2.505
32497,0.013,24.384,0.008,39.25,16.22,2.068
32498,0.046,26.398,0.032,37.604,15.343,2.051
32499,0.154,19.382,0.104,48.023,12.319,2.873
32500,0.286,18.197,0.172,43.616,11.943,2.775
32501,0.199,21.272,0.118,55.129,14.684,3.374
32502,0.118,20.697,0.079,54.489,14.172,3.377
32503,0.182,17.354,0.13,49.141,9.722,3.088
32504,0.191,21.28,0.11,51.428,13.409,3.173
32505,0.328,20.541,0.232,53.801,11.419,3.337
32506,0.316,14.857,0.237,52.729,7.584,3.136
32507,0.211,14.844,0.157,50.576,7.516,3.05
32508,0.043,8.046,0.032,29.977,4.437,1.812
32509,0.06,15.543,0.039,35.621,7.711,2.266
32510,0.411,18.756,0.266,46.593,9.863,2.955
32511,0.234,17.265,0.15,41.896,8.294,2.633
32512,0.08,19.912,0.052,50.44,6.499,2.987
32513,0.064,20.468,0.045,52.425,7.031,3.122
32514,0.078,22.997,0.049,52.438,6.656,3.077
32515,0,10.419,0,56.577,11.834,3.538
32516,0.006,9.744,0.004,53.662,12.376,3.332
32517,0.008,9.544,0.006,51.93,16.191,3.129
32518,0.021,8.228,0.015,53.158,15.555,3.179
32519,0.004,6.351,0.003,59.12,12.063,3.466
32520,0.003,7.071,0.003,58.656,10.979,3.413
32521,0,4.001,0,55.735,12.576,3.136
32522,0.009,4.468,0.007,51.964,13.238,2.834
32523,0.083,5.863,0.063,47.925,15.932,2.535
32524,0.008,5.229,0.003,58.139,12.221,3.268
32525,0,2.905,0,59.863,14.272,3.148
32526,0.013,2.091,0.007,54.864,14.563,2.798
32527,0,1.96,0,54.166,17.327,2.605
32528,0.001,2.074,0.001,63.259,14.44,3.362
32529,0,1.176,0,67.682,11.794,3.719
32530,0,0.971,0,60.738,16.933,3.039
32531,0,0.624,0,46.266,19.516,1.977
32532,0.003,0.881,0.002,47.094,17.446,2.191
32533,0,2.896,0,41.653,12.847,2.222
32534,0.006,1.91,0.003,35.882,8.762,1.984
32535,0.029,3.244,0.015,38.246,11.377,1.961
32536,0.001,3.249,0.001,43.165,8.251,2.373
32537,0.004,2.376,0.004,43.227,11.905,2.191
32538,0.004,4.466,0.002,42.584,16.751,1.996
32539,0.022,4.227,0.012,46.869,16.538,2.471
32540,0,3.133,0,39.611,20.776,1.838
32541,0,3.566,0,40.407,25.537,1.504
32542,0.001,4.983,0.001,50.872,20.181,2.497
32543,0.001,1.992,0.001,47.548,13.887,2.434
32544,0.003,0.938,0.002,38.835,11.233,2.176
32545,0,0.882,0,18.041,3.818,1.02
32546,0,4.848,0,48.826,10.491,2.672
32547,0,6.821,0,48.317,16.146,2.608
32548,0,5.608,0,38.113,21.324,2.306
