m30,BTR1,FET1,FDT1,SHR1,GRS1,CRP1,AVE1
122951,10259,3033,1569,9618,353,102,554
122952,10259,3059,1569,10259,376,384,5585.1
122953,10259,2855,1569,9874,376,396,5430
122954,10772,3033,1569,10002,376,306,4796.9
122955,10259,3059,1569,10259,376,396,5248.1
122956,10131,2804,1569,9489,372,392,4220.1
122957,128,1478,8,4873,362,12,35
122961,4488,2192,1569,6027,325,502,51.2
122962,8592,2880,1569,9233,376,498,3807.3
122963,10259,3059,1569,10259,376,498,6392.8
122964,10259,3059,1569,10259,376,412,7669.4
122965,10259,3059,1569,10259,376,431,7115.6
122966,10259,3059,1569,10259,376,498,6618.3
122967,10259,3033,1569,10002,367,416,5195.5
122976,10259,2753,1569,9874,353,12,23.9
122977,128,25,8,2565,28,12,1.6
122988,10259,3059,8,9874,362,4,37.1
122989,10259,3059,1569,10131,372,267,1739.4
122990,10259,3059,1569,10131,372,361,4824.4
122991,9489,2982,1553,8720,362,369,4908.7
122992,10259,3059,1569,10259,376,475,7239
122993,10259,3059,1569,10259,376,486,8019.1
122994,10259,3059,1569,10259,376,408,8212.7
122995,10259,3059,1569,10259,376,478,7997.2
122996,10259,3059,1569,10259,376,486,7402.2
122997,10002,2957,1569,9618,358,443,3596.5
122998,8848,2167,1561,8335,325,482,478.2
122999,10259,2880,1569,7951,282,12,152
123000,10002,1861,1475,7053,259,12,62.5
123001,9618,1963,1365,5899,155,12,9.5
123014,12824,2906,1569,11413,5,12,91.4
123015,12824,2116,1569,4745,0,12,15.4
123098,128,25,8,0,0,4,0
123325,128,1504,1569,4104,301,4,6.5
123326,7694,2549,1569,8848,367,98,4409.9
123327,10259,3059,1569,10259,376,90,6102.8
123328,10259,3059,1569,10259,376,110,3631.5
123329,10259,3033,1569,10259,414,102,4564.8
123330,10259,3059,1569,10259,376,110,4125.5
123331,10259,3059,1569,10259,376,110,2269
123332,10259,2957,1561,10259,607,106,4030.8
123333,10259,3033,1569,10131,405,106,4732
123334,7566,2141,1569,6668,376,110,1942.8
123335,3975,1275,1569,3975,376,94,1167.6
123336,3975,1275,1569,3975,376,47,989.3
123337,3975,1275,1569,3975,376,31,980.1
123338,3975,1275,1569,3975,376,27,986.7
123339,3975,1275,1569,3975,376,51,1084.8
123340,9361,1427,1569,5129,376,75,2871.5
123341,9874,1606,1569,5514,376,78,6499.8
123342,9361,1555,1569,5642,376,106,6648.9
123343,10259,2702,1569,8848,376,106,8161.1
123344,10259,3059,1569,10259,376,59,8042.5
123345,9489,2447,1569,8079,376,98,6866.7
123346,9361,2218,1569,6796,376,102,7249.3
123347,9489,2294,1569,7309,376,75,6193.3
123348,8976,1784,1569,5514,376,78,7019.1
123349,10002,2982,1569,9746,376,86,7303.6
123350,9361,2702,1569,7181,376,71,7437.8
123351,8976,1810,1569,5642,376,12,7182.3
123352,9233,2065,1569,6796,376,4,7527.9
123353,9361,2294,1569,8720,376,122,7511.4
123354,9618,2167,1569,7822,376,4,7949.6
123355,8976,1784,1569,5514,376,4,7314.6
123356,8976,1784,1569,5514,376,12,7407.7
123357,8976,1835,1569,5514,376,169,6909.7
123358,9105,2676,1569,8720,376,310,5143.1
123359,9489,2931,1569,10002,376,345,3842.6
123360,10259,3059,1569,10259,376,384,3897.8
123361,12182,2727,1569,8976,376,424,4829.1
123362,12824,1784,1569,5514,376,392,9134.4
123363,12824,1784,1569,5514,376,169,9233.6
123364,12824,1784,1569,5514,376,357,8711.8
123365,12824,1784,1569,5514,376,812,7311
123366,12824,1784,1569,5514,376,4,6878.7
123367,12824,1784,1569,5514,376,12,9807.3
123368,12824,1784,1569,5514,376,749,9986.8
123369,12824,1784,1569,5514,376,12,9869.9
123370,12824,1784,1569,5514,376,71,9418.7
123371,12824,1784,1569,5514,376,4,9077.5
123372,12824,1784,1569,5514,376,4,8317.8
123373,12824,1784,1569,5514,376,4,9517.8
123374,12824,1784,1569,5514,376,4,8487.9
123375,12824,1784,1569,5514,376,4,8720.5
123376,12824,1784,1569,5514,376,769,8168.7
123377,11669,1886,1569,5771,358,329,4408.9
123378,8720,2702,1569,8848,348,380,1281.6
123465,10259,3059,1569,10131,372,137,704.7
123466,10259,3059,1569,10002,372,176,451.3
123492,128,1529,1569,4745,348,51,133.6
123493,128,1504,1569,5001,362,16,454.6
123494,128,1529,1569,5001,367,31,365.3
123495,128,1402,1569,4488,320,31,150.6
123496,128,1427,1569,4232,325,12,28.1
123498,7438,1835,1569,7822,348,27,461.1
123499,10131,2957,1569,10131,376,16,5490.5
123500,9233,2855,1569,9233,372,12,5245
123501,10259,3059,1569,10259,376,12,5746
123502,10131,3008,1569,10131,376,12,7151.9
123503,9233,2702,1569,8464,376,12,4690.8
123504,9105,2524,1569,8592,376,12,5485.4
123505,10002,2727,1569,8848,376,12,7090.2
123506,10259,3059,1569,10259,376,12,7493.1
123507,10259,3059,1569,10259,376,12,7955.7
123508,9746,2498,1569,8335,376,12,6984.4
123509,8848,2422,1569,7566,376,12,6588.8
123510,8335,2218,1569,7309,376,12,4982.8
123511,7951,2422,1569,7951,376,12,4031.4
123512,9746,2906,1569,9489,376,12,6234.3
123513,7951,2473,1569,8207,376,12,5762.4
123514,6668,2090,1569,6540,376,12,4828.3
123515,5258,2065,1569,6540,376,12,3081.5
123516,6155,2192,1569,7053,376,12,3378.7
123517,6668,2116,1569,6925,376,20,4085
123518,10131,2957,1569,9746,376,63,4538.1
123519,10259,3059,1569,10259,376,90,3451.3
123520,10259,3059,1569,10259,376,16,5382.8
123521,10259,3059,1569,10259,376,27,4552.3
123522,9874,2855,1569,9618,376,55,4251.9
123523,10002,2804,1569,9233,376,12,5880.8
123524,10259,3059,1569,10259,376,12,6476.7
123525,10259,3059,1569,10259,376,12,6324.2
123526,10259,3059,1569,10259,376,12,6810.7
123527,8079,2116,1569,7309,376,12,6245.8
123528,6540,2192,1569,6796,376,12,5039.6
123529,5514,2039,1569,6412,376,12,3925.4
123530,5129,2039,1569,6412,376,12,3811.4
123531,6925,2218,1569,7309,376,12,5192.6
123532,5129,2039,1569,6412,376,16,3238.8
123533,5129,2039,1569,6412,376,12,2939
123534,5129,2039,1569,6412,376,12,3269.5
123535,5129,2039,1569,6412,376,12,3340.5
123536,5129,2039,1569,6412,376,12,3720.1
123537,5129,2039,1569,6412,376,12,3823.9
123538,5129,2039,1569,6412,376,12,3504.4
123539,5129,2039,1569,6412,376,59,2773.4
123540,5129,2039,1569,6412,376,20,2434.1
123541,5129,2039,1569,6412,376,12,2930.4
123542,5129,2039,1569,6412,376,12,2725.6
123543,11028,2218,1569,12824,376,12,4684.7
123544,25519,2549,1569,25647,376,12,6302.6
123545,25647,2549,1569,25647,376,12,7522.1
123546,19620,2575,1569,22954,376,12,6969
123547,15645,2804,1569,18338,376,12,4337.1
123548,12054,2906,1569,17055,376,12,4903
123549,15388,3008,1569,10900,376,12,5195
123550,10259,3059,1569,10259,376,12,3825.4
123551,10259,3059,1569,10259,376,12,1438.7
123552,10259,3059,1569,10131,367,12,2229.7
123553,10259,3059,627,9618,376,12,1273.5
123554,10259,3059,627,9618,376,12,3983.2
123555,10772,3263,1271,10259,376,12,5149.7
123556,11156,3518,1537,10772,376,12,6087.2
123557,11028,3390,1349,10900,475,12,6039
123558,11156,3569,1569,11156,376,12,6293.1
123559,11156,3569,1569,11156,376,12,6590.2
123560,11156,3569,1569,11156,376,12,6728.8
123561,11156,3569,1569,11156,376,12,6839.3
123562,11156,3569,1569,11156,376,12,6294.5
123563,11156,3569,1569,11156,376,12,5516.2
123564,128,3569,8,11156,376,12,2819.9
123565,128,3569,8,11156,376,12,2256.8
123566,11156,3569,1569,11156,376,12,3026.1
123567,128,3569,8,11156,376,12,3299
123568,11156,3569,1569,11156,376,12,6000.5
123569,11156,3569,1569,11156,376,12,6208.9
123570,128,3569,8,11156,376,12,6123.4
123571,128,3569,8,11156,376,12,5421.1
123572,128,3569,8,11156,376,12,5977.8
123573,128,3569,8,11156,376,12,6139.6
123574,128,3569,1569,11156,376,12,5675.5
123575,11156,3416,1569,10772,376,12,4439
123576,128,3059,8,9618,376,12,779.8
123672,10259,3059,1569,10131,372,384,787.7
123673,10259,3059,1569,10259,376,373,4053.1
123674,10772,3008,1569,9105,376,396,6543.7
123675,10515,3008,1569,10131,376,396,6572.9
123676,10259,3033,1569,10131,376,384,6499.4
123677,7053,2549,1569,8335,367,392,1761.2
123678,128,1147,0,3206,216,12,3
123682,10259,3008,1569,10002,372,475,2607.9
123683,10259,3059,1569,10259,376,498,4775.1
123684,10259,3059,1569,10259,376,498,7386.2
123685,10259,3059,1569,10259,376,498,6988
123686,10259,3059,1569,10259,376,4,7691.8
123687,10259,3033,1569,10002,367,459,5568.5
123696,10259,1861,1569,7438,273,4,8.5
123697,10259,2957,1569,9746,358,153,738.5
123708,10259,3059,1569,10131,376,255,1246.3
123709,10259,3059,1569,10259,376,282,7570.1
123710,10259,3059,1569,10259,376,400,7875.2
123711,10259,3059,1569,10259,376,400,6434.4
123712,10259,3059,1569,10259,376,455,6878.4
123713,10259,3059,1569,10259,376,447,8138
123714,10259,3059,1569,10259,376,251,8021.6
123715,10259,3059,1569,10259,376,463,7364.5
123716,6027,2345,1561,7181,358,420,2384.3
123717,9746,2931,1569,9618,372,310,2098.5
123718,10259,3008,1553,9489,344,455,383.3
123734,12824,2702,1451,12567,5,286,2062.2
124046,8464,2625,1569,8720,339,106,2260.2
124047,10259,3059,1569,10259,376,110,3948.2
124048,10259,3033,1569,10259,409,110,3470
124049,10259,2906,1553,10259,546,110,5543
124050,10259,3059,1537,10259,386,110,2706.3
124051,10259,3033,1569,10259,438,110,3345.3
124052,10259,2931,1231,10259,715,102,4725.4
124053,8976,2014,1569,7822,376,86,3006.6
124054,3975,1275,1569,3975,376,106,1238.6
124055,3975,1275,1569,3975,376,51,974.4
124056,3975,1275,1569,3975,376,31,895.2
124057,3975,1275,1569,3975,376,35,1109.1
124058,9105,1427,1569,4745,376,55,2779.9
124059,10131,2192,1569,6796,376,110,6773.9
124060,10259,2778,1569,9618,376,94,8309
124061,10259,3059,1569,10259,376,110,8073.1
124062,10259,3059,1569,10259,376,82,7808.6
124063,10259,3059,1569,10259,376,43,8035.2
124064,10259,3059,1569,10259,376,94,7677.4
124065,10259,3059,1569,10259,376,102,6143.5
124066,10259,3059,1569,10259,376,82,6297.8
124067,9233,2447,1569,8720,376,82,6486.1
124068,8976,1784,1569,5514,376,67,7229
124069,9874,2982,1569,9746,376,86,7514.4
124070,9489,2702,1569,9105,376,86,7582.9
124071,8976,1784,1569,5514,376,4,7385.9
124072,8976,1784,1569,5514,376,4,7333.9
124073,8976,1784,1569,5514,376,4,7311.5
124074,9105,1861,1569,6027,376,231,6966
124075,9233,2116,1569,7181,376,224,7341.3
124076,8976,1784,1569,5642,376,4,7199.7
124077,9489,2575,1569,8335,376,361,6287
124078,10259,3059,1569,10259,376,365,3784.5
124079,10259,3059,1569,10259,376,361,4963.6
124080,10259,3059,1569,10259,376,384,4675
124081,10387,3033,1569,10259,376,427,3678
124082,12567,2371,1569,7951,376,455,5615
124083,12824,1784,1569,5514,376,353,8885.5
124084,12824,1784,1569,5514,376,12,8355.6
124085,12824,1784,1569,5514,376,12,7106.3
124086,12824,1784,1569,5514,376,4,9582.2
124087,12695,1810,1569,5899,376,12,9750.3
124088,12695,1810,1569,5771,376,165,9657.9
124089,12824,1784,1569,5514,376,667,9638.8
124090,12824,1784,1569,5514,376,12,10005
124091,12824,1784,1569,5514,376,12,9586.2
124092,12824,1784,1569,5514,376,569,9471.1
124093,12824,1784,1569,5514,376,4,9814.7
124094,12824,1784,1569,5514,376,12,9806.4
124095,12824,1784,1569,5514,376,4,8858.7
124096,12824,1784,1569,5514,376,235,8376.5
124097,12695,2039,1569,7053,376,196,7370.6
124098,7694,2753,1569,9489,372,216,3590.9
124218,10259,2804,1569,10131,372,27,1521.9
124219,898,1784,1569,6284,353,12,105.5
124220,7951,2396,1498,8592,372,12,3029.7
124221,10259,3059,1569,10259,376,16,6724.1
124222,10259,3059,1569,10259,376,20,7419.1
124223,10259,3059,1569,10259,376,20,6905.7
124224,10259,3059,1569,10259,376,16,7218.9
124225,10259,3059,1569,10259,376,12,7490.6
124226,10259,3059,1569,10259,376,12,7935.6
124227,10259,3059,1569,10259,376,12,8184.4
124228,10259,3059,1569,10259,376,4,8144.2
124229,10259,3059,1569,10259,376,12,8060.6
124230,10259,3059,1569,10259,376,4,8107.7
124231,10259,3059,1569,10259,376,12,7996
124232,10259,3059,1569,10259,376,12,7892.8
124233,10259,3059,1569,10259,376,12,7787
124234,10259,3059,1569,10259,376,12,8120.8
124235,9874,3008,1569,9874,376,12,7770.5
124236,10131,3008,1569,10131,376,12,7742.4
124237,9874,2753,1569,9618,376,12,7542.2
124238,10259,3059,1569,10259,376,75,5561.2
124239,10259,3059,1569,10259,376,86,4741
124240,10259,3059,1569,10259,376,27,5614.5
124241,10259,3059,1569,10259,376,75,4753.8
124242,10259,3059,1569,10259,376,31,5780.3
124243,10259,3059,1569,10259,376,12,8404.2
124244,10259,3059,1569,10259,376,12,8165
124245,10259,3059,1569,10259,376,12,7687.4
124246,10259,3059,1569,10259,376,12,6644.2
124247,10259,3059,1569,10259,376,12,7583.3
124248,10259,3059,1569,10259,376,12,7505.7
124249,10259,3059,1569,10259,376,4,7743.1
124250,10131,2982,1569,10131,376,12,8013.5
124251,9489,2804,1569,9361,376,27,7118.5
124252,5129,2039,1569,6412,376,12,3603
124253,6412,2116,1569,6668,376,24,4391
124254,5129,2039,1569,6412,376,16,3213.8
124255,6155,2039,1569,6796,376,12,3785.6
124256,5129,2039,1569,6412,376,12,3262.4
124257,5386,2039,1569,6540,376,12,3702.8
124258,6155,2116,1569,6796,376,16,3593.4
124259,5129,2039,1569,6412,376,86,2278.7
124260,5129,2039,1569,6412,376,39,2979.6
124261,5129,2039,1569,6412,376,16,2787.7
124262,5258,2039,1569,6412,376,12,2538.8
124263,22441,2498,1569,23467,376,12,8754.1
124264,25647,2549,1569,25647,376,12,7519.3
124265,25647,2549,1569,25647,376,12,5892.7
124266,14875,2651,1569,20389,376,12,6157.5
124267,20389,2625,1569,23595,376,12,5882.1
124268,17568,2727,1569,21415,376,12,4860.1
124269,10387,3059,1569,10259,376,12,3667
124270,10259,3059,1569,10259,376,12,3557
124271,10259,3059,1569,10259,376,12,1463
124272,10259,3033,8,10002,376,12,772.2
124273,128,3059,8,9618,376,12,742.5
124274,10259,3059,627,9618,376,12,2289.7
124275,10259,3059,627,9618,376,12,2724.6
124276,10259,3084,800,9746,376,12,4744.6
124277,11156,3543,1553,10900,376,12,5588.1
124278,11156,3569,1569,11156,376,12,5611.8
124279,11156,3569,1569,11156,376,12,5977.4
124280,11156,3569,1569,11156,376,12,6074.9
124281,11156,3569,1569,11156,376,12,5498.7
124282,11156,3569,1569,11156,376,12,5099.8
124283,11156,3569,1569,11156,376,12,4770.8
124284,11156,3569,1569,11156,376,12,3978.6
124285,128,3569,8,11156,376,12,2999.1
124286,128,3569,8,11156,376,12,4229.8
124287,11156,3569,1569,11156,376,12,6066.6
124288,11156,3569,1569,11156,376,12,7127.3
124289,11156,3569,1569,11156,376,12,7283.6
124290,11156,3569,1569,11156,376,12,7112.3
124291,11156,3569,1569,11156,376,12,6508.2
124292,11156,3569,1569,11156,376,12,6129.3
124293,11156,3569,1569,11156,376,12,5597.6
124294,10387,3365,800,10644,376,12,5421.3
124295,10259,3186,627,9618,376,12,1940
124296,128,25,8,9618,376,4,8.8
124393,10259,3059,1569,10131,372,255,746.4
124394,10259,3059,1569,10259,376,396,3848.1
124395,10259,3059,1569,10259,376,392,6351.7
124396,10259,3059,1569,10259,376,388,6326.8
124397,10259,3059,1569,10259,376,396,4369.2
124398,6412,2804,1490,9233,358,392,1726.9
124399,9746,2778,1569,9233,353,388,368.7
124402,10259,3033,1569,10002,367,482,1162.9
124403,10259,3059,1569,10259,376,498,4979.6
124404,10259,3059,1569,10259,376,498,5886.8
124405,10259,3059,1569,10259,376,498,5860.7
124406,10259,3059,1569,10259,376,498,6708.3
124407,10259,3033,1569,9874,362,478,4046.1
124416,10259,1631,1569,4616,165,4,4.6
124417,10259,3008,1561,9361,344,396,1952.3
124427,10259,3059,1569,10259,376,490,845.7
124428,10131,3059,1569,10259,376,333,5566.3
124429,10259,3059,1569,10259,376,431,7480.1
124430,10259,3059,1569,10259,376,12,8094.1
124431,10259,3059,1569,10259,376,4,7169.1
124432,10259,3059,1569,10259,376,435,8246.4
124433,10259,3059,1569,10259,376,439,8182.2
124434,10259,3059,1569,10259,376,71,7619.4
124435,8079,2116,1561,8207,362,176,5113.8
124436,6155,2116,1537,7694,358,16,1675.8
124451,0,0,0,0,0,12,0
124452,0,0,0,0,0,12,0
124454,12311,2014,1569,11669,5,275,355.4
124765,641,1631,8,5001,339,118,93.2
124766,7309,2957,1569,9361,372,114,3946.6
124767,10259,3059,1561,10259,395,110,4058.7
124768,10259,2957,1490,10259,541,110,3605
124769,10259,3033,1569,10259,409,110,5539.8
124770,10259,3059,1569,10259,376,110,2583.6
124771,10259,3059,1569,10259,376,110,4674.8
124772,10259,3059,1569,10259,376,102,5840.6
124773,10131,2931,1569,9874,376,94,3572.2
124774,6668,1784,1569,5771,376,102,1804.8
124775,3975,1275,1569,3975,376,71,1130
124776,4360,1351,1569,4232,376,78,1218.3
124777,10002,2524,1569,8207,376,86,5372.5
124778,10259,3059,1569,10259,376,110,8246.6
124779,10259,3059,1569,10259,376,59,8478.5
124780,10259,3059,1569,10259,376,98,7834.2
124781,10259,3059,1569,10259,376,59,8639
124782,10259,3059,1569,10259,376,4,8746.2
124783,10259,3059,1569,10259,376,4,8421.3
124784,10259,3059,1569,10259,376,51,7642.8
124785,10259,3059,1569,10259,376,94,7374.3
124786,10259,3059,1569,10259,376,67,8145.3
124787,10002,2600,1569,9233,376,78,7854.4
124788,8976,1810,1569,5514,376,4,7332
124789,9746,2676,1569,10002,376,67,7530.7
124790,10259,3033,1569,10002,376,4,8520.3
124791,9233,2065,1569,6284,376,12,7320.9
124792,8976,1784,1569,5514,376,4,7224.2
124793,8976,1784,1569,5514,376,12,7307.3
124794,8976,1784,1569,5514,376,4,7245.1
124795,8976,1784,1569,5514,376,4,7076.8
124796,8976,1784,1569,5514,376,4,6744.7
124797,9233,2371,1569,7309,376,149,6747.7
124798,10259,3059,1569,10259,376,388,3530.7
124799,10259,3059,1569,10259,376,392,4419.8
124800,10259,3059,1569,10259,376,408,4300.7
124801,12695,2498,1569,9489,376,443,5009
124802,12824,1937,1569,5899,376,459,9256.4
124803,12824,1784,1569,5514,376,12,9379.7
124804,12824,1784,1569,5514,376,12,8856.6
124805,12824,1784,1569,5514,376,12,9229.2
124806,12824,1784,1569,5514,376,4,10049.1
124807,12824,1784,1569,5514,376,4,10330.8
124808,12824,1784,1569,5514,376,506,9998.1
124809,12824,1784,1569,5514,376,12,9762.8
124810,12824,1784,1569,5514,376,12,9933.2
124811,12824,1784,1569,5514,376,12,9571.5
124812,12824,1784,1569,5514,376,12,9661.9
124813,12824,1784,1569,5514,376,620,9983.6
124814,12824,1784,1569,5514,376,4,9383.8
124815,12824,1784,1569,5514,376,4,8994.9
124816,12824,1784,1569,5514,376,12,8380.9
124817,12824,1784,1569,5514,376,12,9185
124818,11798,2422,1569,8079,376,251,6308.6
124819,128,25,8,7181,376,4,1
124937,10259,3033,1569,10131,372,12,189.5
124938,10259,2804,1569,10002,367,12,1273.7
124940,10259,3059,1569,10002,367,12,1542.4
124941,10259,3059,1569,10259,376,12,7237.9
124942,10259,3059,1569,10259,376,12,7489.6
124943,10259,3059,1569,10259,376,16,7634.2
124944,10259,3059,1569,10259,376,12,7950.8
124945,10259,3059,1569,10259,376,12,7908.3
124946,10259,3059,1569,10259,376,4,8199.4
124947,10259,3059,1569,10259,376,4,8152.6
124948,10259,3059,1569,10259,376,12,8172.9
124949,10259,3059,8,10259,376,4,8282.8
124950,10259,3059,1569,10259,376,4,8288
124951,10259,3059,1569,10259,376,12,8234.5
124952,10259,3059,1569,10259,376,12,8223.8
124953,10259,3059,1569,10259,376,16,7555.8
124954,10259,3059,1569,10259,376,12,8134.1
124955,10259,3059,1569,10259,376,4,8156.2
124956,10259,3059,1569,10259,376,4,8220.2
124957,10259,3059,1569,10259,376,4,8251
124958,10259,3059,1569,10259,376,31,6635.2
124959,10259,3059,1569,10259,376,47,6381.6
124960,10259,3059,1569,10259,376,12,7133.9
124961,10259,3059,1569,10259,376,59,6588.4
124962,10259,3059,1569,10259,376,43,6839.3
124963,10259,3059,1569,10259,376,12,8029.8
124964,10259,3059,1569,10259,376,12,8212.2
124965,10259,3059,1569,10259,376,12,7807.1
124966,10259,3059,1569,10259,376,12,8143.7
124967,10259,3059,1569,10259,376,12,8213.1
124968,10259,3059,1569,10259,376,12,8175.5
124969,10259,3059,1569,10259,376,4,8095.3
124970,10259,3059,1569,10259,376,12,7701.8
124971,10259,3059,1569,10259,376,12,7767.8
124972,9874,2855,1569,9361,376,12,7908.1
124973,10131,2753,1569,9618,376,4,8062.4
124974,7181,2039,1569,6540,376,71,4727.2
124975,9233,2625,1569,8592,376,39,6978.1
124976,8592,2447,1569,8335,376,12,6655.6
124977,7438,2676,1569,7822,376,12,5591.8
124978,7951,2269,1569,7822,376,55,5436.9
124979,5899,2243,1569,7181,376,55,3706.1
124980,5129,2039,1569,6412,376,35,3090.9
124981,5129,2039,1569,6412,376,39,2898.4
124982,5129,2039,1569,6412,376,47,1991
124983,24621,2524,1569,24878,376,20,6387.7
124984,20518,2651,1569,23467,376,12,7742.4
124985,25006,2549,1569,25391,376,12,8085.2
124986,25647,2549,1569,25647,376,12,6646.5
124987,25647,2549,1569,25647,376,12,5521.1
124988,18081,2804,1569,17440,376,12,4782.7
124989,10259,3059,1569,10259,376,12,4554.4
124990,10259,3059,1569,10259,376,12,5710.4
124991,10259,3059,1569,10259,376,12,1614.8
124992,128,3059,8,9874,376,12,248.2
124993,128,2982,8,9618,376,12,320.6
124994,128,3059,8,9618,376,12,376.6
124995,10259,3059,627,9618,376,12,1198.1
124996,10259,3059,1318,9746,376,12,3786.7
124997,11028,3161,1467,9874,376,12,3193.7
124998,10772,3365,1239,10387,376,12,5579
124999,11156,3518,1545,11028,376,12,5669.8
125000,11156,3569,1569,11156,376,12,4330.3
125001,11156,3569,1569,11156,376,12,4080.7
125002,11156,3569,1569,11156,376,12,4413.7
125003,11156,3569,1569,11156,376,12,4966.7
125004,11156,3569,1569,11156,376,12,6300
125005,11156,3569,1569,11156,376,12,4636.3
125006,11156,3569,1569,11156,376,12,6133.8
125007,11156,3569,1569,11156,376,12,6564.2
125008,11156,3569,1569,11156,376,12,6730.8
125009,11156,3569,1569,11156,376,12,6012.8
125010,11156,3569,1569,11156,376,12,6732.7
125011,11156,3569,1569,11156,376,12,6053.4
125012,11156,3569,1569,11156,376,12,4992.9
125013,11156,3390,1569,10644,376,12,3568.9
125014,10259,3033,627,9618,376,12,2724.9
125015,128,3059,8,9233,353,12,24.4
125115,10259,3059,1569,10131,372,380,2756.7
125116,10259,3059,1569,10259,376,396,6712.6
125117,10259,3059,1569,10259,376,400,5649.1
125118,10259,3059,1569,10259,376,396,3908.6
125119,10002,2931,1569,9489,372,392,3723.9
125120,8207,2727,1553,8848,362,392,1164.9
125123,10259,3033,1569,10131,376,494,1816.3
125124,10259,3059,1569,10259,376,498,4735.3
125125,10259,3059,1569,10259,376,498,4745.5
125126,10259,3059,1569,10259,376,498,6038.1
125127,10259,3008,1569,10131,372,443,6047.6
125132,9746,2294,1451,4616,169,12,28.8
125133,10131,2065,1537,6796,245,12,321.8
125136,10259,3059,1569,9233,339,12,14.1
125138,128,2855,8,7951,292,12,14.6
125145,128,25,8,5129,376,4,2
125146,7694,2753,1569,7951,376,498,769.5
125147,10131,3033,1569,10002,376,478,5264
125148,10259,3059,1569,10259,376,451,6803.9
125149,10259,3059,1569,10259,376,475,7974.2
125150,10259,3059,1569,10259,376,12,8142.3
125151,10259,3059,1569,10259,376,4,7827.6
125152,10259,3059,1569,10259,376,4,8264.7
125153,10259,3059,1569,10259,376,196,8225.2
125154,10259,3059,1569,10259,376,12,8163.9
125155,9874,2829,1569,9361,367,388,5473.7
125156,513,1682,1553,4745,344,286,174.6
125171,0,0,8,0,0,4,0
125172,0,0,0,0,0,12,0
125483,128,25,8,0,0,4,0
125484,898,1427,1482,5001,348,43,261.1
125485,7822,2625,1569,8335,362,118,2957.6
125486,10259,3059,1569,10259,376,110,4226.3
125487,10259,3059,1569,10259,376,114,4112.7
125488,10259,3008,1561,10259,504,110,4294
125489,10259,3033,1569,10259,395,110,4237
125490,10259,3059,1569,10259,376,110,2892.3
125491,10259,3033,1412,10259,405,98,6806.8
125492,10259,3059,1569,10259,376,12,7843.4
125493,10259,3059,1569,10259,376,31,7184.3
125494,10131,2753,1569,9105,376,67,6185.1
125495,7951,2014,1569,6540,376,98,3034.9
125496,8848,2320,1569,7951,376,86,3453.1
125497,9874,2600,1569,7951,376,90,6870.1
125498,10259,3059,1569,10259,376,12,7836.4
125499,10259,3059,1569,10259,376,98,7778.5
125500,10259,3059,1569,10259,376,63,8259.6
125501,10259,3059,1569,10259,376,141,8386.7
125502,10259,3059,1569,10259,376,63,8063.4
125503,10259,3059,1569,10259,376,200,8406.4
125504,10259,3059,1569,10259,376,4,8404.3
125505,10259,3059,1569,10259,376,4,8286.3
125506,10259,3059,1569,10259,376,4,8268.3
125507,10259,3059,1569,10259,376,67,8343.4
125508,10259,3059,1569,10259,376,4,8564.7
125509,10259,3059,1569,10259,376,4,8723.1
125510,10259,3059,1569,10259,376,12,8464.4
125511,9874,2396,1569,7822,376,12,7865.4
125512,8976,1784,1569,5514,376,161,6762.1
125513,8976,1784,1569,5514,376,306,7195.3
125514,8976,1784,1569,5514,376,4,7264
125515,8976,1784,1569,5514,376,4,7309.9
125516,8976,1784,1569,5514,376,4,7134.9
125517,9618,2804,1569,8592,376,118,7183.2
125518,10131,3033,1569,10131,376,373,5181.7
125519,10259,3008,1569,10131,376,408,4147.7
125520,9746,2575,1569,8848,376,416,3977.2
125521,10259,3059,1569,10259,376,455,3150.4
125522,12567,2651,1569,9746,376,482,4959.4
125523,12824,1784,1569,5514,376,12,9693.1
125524,12824,1784,1569,5514,376,86,9287.2
125525,12824,1784,1569,5514,376,4,10088.7
125526,12824,1784,1569,5514,376,4,10201.3
125527,12824,1784,1569,5514,376,4,10251
125528,12824,1784,1569,5514,376,12,9952.4
125529,12824,1784,1569,5514,376,12,9876.6
125530,12824,1784,1569,5514,376,12,10173.7
125531,12824,1784,1569,5514,376,82,9449
125532,12824,1784,1569,5514,376,776,9847.4
125533,12824,1784,1569,5514,376,263,9683.8
125534,12824,1784,1569,5514,376,165,9414.5
125535,12824,1784,1569,5514,376,188,8554.4
125536,12824,1784,1569,5514,376,4,8996.2
125537,12824,1784,1569,5514,376,12,8883.3
125538,12182,1912,1569,6155,376,12,7284.6
125539,9874,2625,1569,8720,376,235,841.5
125660,10259,2778,1569,10131,372,12,1809.7
125661,10259,3059,1569,10259,376,16,7562.5
125662,10259,3059,1569,10259,376,12,7853.7
125663,10259,3059,1569,10259,376,20,7761.9
125664,10259,3059,1569,10259,376,12,7869.7
125665,10259,3059,1569,10259,376,12,8087
125666,10259,3059,1569,10259,376,12,8069.2
125667,10259,3059,1569,10259,376,12,8182
125668,10259,3059,1569,10259,376,4,7938.6
125669,10259,3059,1569,10259,376,4,8062.1
125670,10259,3059,1569,10259,376,4,8263.5
125671,10259,3059,1569,10259,376,12,8230.3
125672,10259,3059,1569,10259,376,4,8273.6
125673,10259,3059,1569,10259,376,12,8072.5
125674,10259,3059,1569,10259,376,4,8074.8
